sales_volume,temperature,region,product_type,date,regression_target,classification_target,time_series_target
69.18,-8.7,North,Clothing,2023-02-07 15:00:00,322.75387935148694,Medium,68.76022403530959
52.87,32.0,West,Clothing,2023-02-07 16:00:00,318.3482273045316,High,77.29074391759558
50.7,13.7,West,Furniture,2023-02-07 17:00:00,313.6485402303477,Medium,61.57031669830273
29.6,14.2,South,Clothing,2023-02-07 18:00:00,292.7390712116918,Medium,79.27323332265118
61.19,25.1,South,Furniture,2023-02-07 19:00:00,332.24571650268894,Medium,65.12020779949691
59.68,4.2,North,Clothing,2023-02-07 20:00:00,323.41067600872924,High,69.20782820359136
82.45,11.7,South,Clothing,2023-02-07 21:00:00,349.3279926006355,Medium,74.38002086184949
45.38,33.6,North,Clothing,2023-02-07 22:00:00,335.84935510296583,Medium,76.24850436024445
53.29,20.2,South,Electronics,2023-02-07 23:00:00,336.0407518342112,High,74.98865815530164
53.74,-3.1,East,Electronics,2023-02-08 00:00:00,325.3710289234039,Medium,74.00198429305748
73.66,-4.0,West,Furniture,2023-02-08 01:00:00,347.26372904437545,Medium,71.85341764467155
48.57,-0.8,West,Clothing,2023-02-08 02:00:00,329.34852152286595,Low,82.10910697256604
54.19,24.5,East,Furniture,2023-02-08 03:00:00,342.85363728888285,High,78.43746027102121
59.12,3.3,West,Clothing,2023-02-08 04:00:00,339.12643008969405,High,80.7217321863336
52.8,-9.0,West,Groceries,2023-02-08 05:00:00,317.35221301776926,Medium,73.00894379008277
43.3,32.5,West,Furniture,2023-02-08 06:00:00,337.10000702557033,Medium,63.747675964997796
52.91,-2.4,West,Electronics,2023-02-08 07:00:00,334.04020270539576,Medium,80.7628640672573
66.1,-9.6,East,Groceries,2023-02-08 08:00:00,346.98303604601114,Medium,77.71981827349028
34.6,0.7,North,Electronics,2023-02-08 09:00:00,332.73189585789964,Medium,77.12784505530158
51.99,0.6,West,Groceries,2023-02-08 10:00:00,346.173019231194,Low,73.65349172125562
39.5,9.0,East,Groceries,2023-02-08 11:00:00,339.8476073087289,High,75.02752860414401
67.93,31.4,West,Groceries,2023-02-08 12:00:00,367.64340685987463,Low,74.05154577929765
27.15,29.6,East,Furniture,2023-02-08 13:00:00,342.8596131184298,High,77.5522129995604
41.62,10.6,East,Furniture,2023-02-08 14:00:00,342.51052225329846,Medium,71.92846110697434
55.66,8.5,North,Electronics,2023-02-08 15:00:00,354.39194880205787,Medium,81.70126170235847
73.48,15.0,South,Furniture,2023-02-08 16:00:00,373.16817521683174,Medium,88.35358468204936
49.01,1.0,North,Electronics,2023-02-08 17:00:00,339.890079308811,High,75.46527018229546
41.67,-7.7,North,Clothing,2023-02-08 18:00:00,320.9447041881949,High,70.77352497485367
78.22,32.3,West,Electronics,2023-02-08 19:00:00,370.21263729253167,Medium,78.51218689889558
28.28,-1.6,East,Electronics,2023-02-08 20:00:00,311.0418567044741,Medium,80.8839914281818
17.02,-1.1,South,Furniture,2023-02-08 21:00:00,301.8366724082574,High,81.86057387758629
56.6,11.3,East,Electronics,2023-02-08 22:00:00,345.0277505592736,High,87.89409223973577
42.47,12.1,West,Furniture,2023-02-08 23:00:00,335.2484713119587,High,84.24858431553253
34.68,-9.2,East,Electronics,2023-02-09 00:00:00,322.15908401578235,Medium,71.40047293052719
60.63,-3.3,West,Clothing,2023-02-09 01:00:00,348.0957248266603,High,74.56809974390802
53.66,7.0,North,Furniture,2023-02-09 02:00:00,346.08805386046106,Medium,83.06658047366574
41.54,20.8,North,Furniture,2023-02-09 03:00:00,338.28303802449574,Medium,79.05863924959505
30.8,0.3,West,Clothing,2023-02-09 04:00:00,320.7646273650631,Medium,89.19687081970676
63.09,9.0,North,Furniture,2023-02-09 05:00:00,351.36609046179353,Low,77.22812839791328
59.75,15.1,East,Electronics,2023-02-09 06:00:00,356.31987214931735,Medium,87.01061206210969
48.51,30.0,South,Groceries,2023-02-09 07:00:00,354.0233718007048,Low,79.25433442433933
77.7,4.7,South,Furniture,2023-02-09 08:00:00,363.2386640751272,Medium,84.10666528371944
33.95,-4.0,East,Groceries,2023-02-09 09:00:00,322.74116715621926,High,78.95141337977833
27.12,12.0,South,Electronics,2023-02-09 10:00:00,320.683533981192,High,86.18135157922117
39.62,23.6,East,Clothing,2023-02-09 11:00:00,343.71808370529425,Low,89.04727720788318
49.32,-5.1,West,Furniture,2023-02-09 12:00:00,342.82622747837314,Medium,85.24600800852787
53.65,9.1,South,Groceries,2023-02-09 13:00:00,347.32507833358284,Medium,93.82463841400957
46.38,-9.2,West,Clothing,2023-02-09 14:00:00,336.3788190434457,Low,80.97535918730281
55.28,-8.5,West,Clothing,2023-02-09 15:00:00,334.62379372378376,Low,85.36655653234865
31.23,11.7,East,Furniture,2023-02-09 16:00:00,330.4102398893389,Medium,89.40573149029585
71.66,3.4,South,Groceries,2023-02-09 17:00:00,355.1224876338006,Medium,80.72795122374013
48.77,28.0,North,Furniture,2023-02-09 18:00:00,350.9099904221918,High,86.08920786775815
66.76,17.1,North,Electronics,2023-02-09 19:00:00,350.2044419744835,High,89.39946047172599
55.14,10.4,North,Clothing,2023-02-09 20:00:00,331.5649208160937,High,91.02730105442794
56.85,8.4,North,Groceries,2023-02-09 21:00:00,334.27643565234075,Medium,92.39309643898271
58.55,12.4,East,Furniture,2023-02-09 22:00:00,334.1318947354269,High,82.64167017866598
56.72,-8.2,West,Clothing,2023-02-09 23:00:00,318.16808038356584,Medium,88.73189461489802
59.64,30.2,South,Furniture,2023-02-10 00:00:00,346.6833888708263,Medium,81.02016729660536
69.94,34.9,East,Groceries,2023-02-10 01:00:00,368.3281849271907,High,84.27746134874322
52.95,-1.8,North,Electronics,2023-02-10 02:00:00,341.07125461128817,High,87.3338545740654
60.64,-4.6,South,Electronics,2023-02-10 03:00:00,340.3638517526128,Medium,94.23011130956836
48.65,-3.5,East,Electronics,2023-02-10 04:00:00,340.1394484167013,Low,91.45555664077379
71.6,19.7,West,Furniture,2023-02-10 05:00:00,362.2922871184594,High,89.32288415725195
39.85,19.8,North,Clothing,2023-02-10 06:00:00,335.4198298480827,High,91.6725908981809
77.01,28.2,South,Electronics,2023-02-10 07:00:00,369.6217186830196,Medium,92.34262238903315
49.4,23.8,South,Electronics,2023-02-10 08:00:00,354.9539079022134,Medium,91.88942062706562
28.54,10.2,North,Electronics,2023-02-10 09:00:00,336.029203589972,Low,87.47701298993503
51.92,17.6,West,Electronics,2023-02-10 10:00:00,356.11441511597445,Low,85.87742469390356
39.78,21.0,North,Groceries,2023-02-10 11:00:00,343.3776337620757,Medium,89.85326456143002
62.61,13.1,West,Groceries,2023-02-10 12:00:00,362.7025970310919,Low,87.30961086076243
40.21,11.4,South,Clothing,2023-02-10 13:00:00,341.26580224499014,High,94.69485250255066
43.31,19.0,North,Groceries,2023-02-10 14:00:00,348.62950268431507,High,99.54311881787885
21.66,15.1,West,Groceries,2023-02-10 15:00:00,322.5106202380194,Medium,95.02673717463085
43.22,19.0,West,Groceries,2023-02-10 16:00:00,344.5549095141405,Medium,83.46834662168118
13.64,17.6,East,Furniture,2023-02-10 17:00:00,322.6343852428778,Medium,89.6635843244633
26.24,22.4,West,Groceries,2023-02-10 18:00:00,328.906284934587,Low,93.23166684575112
61.41,18.9,North,Furniture,2023-02-10 19:00:00,360.4504004989452,Low,86.27829308180861
61.79,13.4,North,Furniture,2023-02-10 20:00:00,360.7781295401591,Medium,93.91986993359977
56.38,20.7,West,Groceries,2023-02-10 21:00:00,363.80025080405954,High,96.42234284126148
35.5,10.2,North,Furniture,2023-02-10 22:00:00,339.9528573403089,High,101.43213122830167
49.28,0.9,South,Electronics,2023-02-10 23:00:00,347.2216393967411,High,103.79368734854614
49.95,-9.9,South,Clothing,2023-02-11 00:00:00,342.67453374106776,Medium,89.05505477804252
32.62,15.2,North,Groceries,2023-02-11 01:00:00,340.61968171729666,High,94.7424549803535
72.55,16.6,West,Groceries,2023-02-11 02:00:00,374.1161981081259,Medium,95.11846787134822
63.16,33.7,South,Clothing,2023-02-11 03:00:00,381.43641297710775,Low,92.38633286279159
46.69,6.3,West,Groceries,2023-02-11 04:00:00,359.9351661706274,Medium,96.75785663665549
50.4,7.7,North,Groceries,2023-02-11 05:00:00,357.6938627832831,High,96.17765031781622
53.13,-0.9,East,Clothing,2023-02-11 06:00:00,360.50487186781777,Low,99.96053260701149
19.37,-6.8,South,Furniture,2023-02-11 07:00:00,336.502588731558,Medium,103.98822999657006
46.29,24.8,North,Electronics,2023-02-11 08:00:00,373.08270036479615,Medium,98.18073267448196
39.77,1.2,South,Furniture,2023-02-11 09:00:00,358.608935883785,Low,95.38251456656378
34.98,17.4,West,Electronics,2023-02-11 10:00:00,365.3469442203001,Medium,93.01911021230201
45.78,20.9,East,Clothing,2023-02-11 11:00:00,371.4871111369286,Medium,108.67301326341071
76.97,11.2,East,Furniture,2023-02-11 12:00:00,389.67932969928694,High,103.30915702262901
59.61,29.4,North,Furniture,2023-02-11 13:00:00,388.64538089354505,High,101.08745194714658
41.43,10.0,South,Electronics,2023-02-11 14:00:00,361.92226970938776,High,98.57314832031241
58.59,2.8,East,Electronics,2023-02-11 15:00:00,376.92776750569925,Low,107.77662326234702
70.99,30.3,South,Electronics,2023-02-11 16:00:00,407.1226297099481,Low,99.23329814616612
63.87,28.8,West,Electronics,2023-02-11 17:00:00,406.39498891985045,Low,91.78502166301487
50.89,-2.6,West,Groceries,2023-02-11 18:00:00,390.2100119356978,High,101.98491339371321
40.3,-8.8,North,Clothing,2023-02-11 19:00:00,378.1843505242422,Low,94.83489890542145
60.47,-6.0,East,Electronics,2023-02-11 20:00:00,396.6063558940875,Medium,102.63184271252979
55.9,2.9,East,Furniture,2023-02-11 21:00:00,399.0036711329007,Medium,108.32276898771909
63.43,33.8,South,Furniture,2023-02-11 22:00:00,420.17568150794705,Low,93.55355064406162
59.53,15.1,West,Furniture,2023-02-11 23:00:00,410.4165763784552,Low,97.73184230629757
65.74,6.8,East,Electronics,2023-02-12 00:00:00,402.67855623339534,High,106.8674829152419
41.97,30.0,North,Clothing,2023-02-12 01:00:00,396.2870831768579,Low,100.36022361311976
69.76,10.4,North,Groceries,2023-02-12 02:00:00,401.8318999274435,Medium,105.24701793807783
52.96,4.2,East,Electronics,2023-02-12 03:00:00,380.4787835394056,Medium,105.57125873921093
81.13,32.4,North,Electronics,2023-02-12 04:00:00,420.7792325945551,Medium,108.24589488813105
39.66,28.2,East,Groceries,2023-02-12 05:00:00,384.50765140231,Medium,100.87829288784857
76.04,28.0,East,Clothing,2023-02-12 06:00:00,416.99972377588904,High,91.66514914284964
52.97,13.1,East,Electronics,2023-02-12 07:00:00,389.9898407578833,Medium,106.72148670856784
40.23,25.5,East,Furniture,2023-02-12 08:00:00,391.52987233983913,Low,97.20482659838329
42.74,-1.9,South,Furniture,2023-02-12 09:00:00,378.6424688117326,Medium,110.03821044140756
45.19,15.8,East,Electronics,2023-02-12 10:00:00,379.677876363917,Medium,105.46327878535486
56.36,34.3,North,Clothing,2023-02-12 11:00:00,398.99083927397334,High,104.5064884631036
57.84,3.1,West,Furniture,2023-02-12 12:00:00,373.7305400454606,High,109.75123315648524
41.39,25.7,South,Furniture,2023-02-12 13:00:00,364.60693553279856,High,97.90079675207942
49.63,12.1,West,Groceries,2023-02-12 14:00:00,359.98420288780574,Medium,105.92028266182321
82.13,-8.2,West,Clothing,2023-02-12 15:00:00,370.7956554989548,Medium,109.47171544153042
75.91,24.3,West,Electronics,2023-02-12 16:00:00,379.3444014768733,High,108.80730477663842
56.54,-2.4,West,Groceries,2023-02-12 17:00:00,345.2880623592178,Medium,105.4093774105401
50.57,18.4,West,Groceries,2023-02-12 18:00:00,343.88229904128946,High,105.7699950173256
51.8,-6.1,North,Groceries,2023-02-12 19:00:00,340.3254777654933,High,116.18968509290262
59.2,32.6,East,Clothing,2023-02-12 20:00:00,362.2047550335339,Medium,113.34630968119907
34.66,3.1,North,Clothing,2023-02-12 21:00:00,316.6689167677969,Medium,105.77121531309733
46.14,0.2,South,Clothing,2023-02-12 22:00:00,322.59832490275056,Medium,116.14315691290406
24.97,-4.2,North,Electronics,2023-02-12 23:00:00,297.83866961261276,Low,113.4846569765239
55.99,32.6,South,Clothing,2023-02-13 00:00:00,336.6298314761487,Medium,112.45921642159931
59.71,22.0,East,Groceries,2023-02-13 01:00:00,337.85754388291116,Medium,112.95783968815581
42.75,23.4,West,Furniture,2023-02-13 02:00:00,322.748755788985,Low,104.90149658544007
73.61,12.5,East,Electronics,2023-02-13 03:00:00,336.2237727828956,Medium,118.46521539540808
31.61,11.4,North,Electronics,2023-02-13 04:00:00,304.3050403326818,Medium,116.00279530258757
28.03,-5.0,North,Electronics,2023-02-13 05:00:00,298.99074448572725,High,112.77679111782535
53.37,15.2,East,Groceries,2023-02-13 06:00:00,332.0471052989265,High,113.07466787398577
65.71,1.1,East,Clothing,2023-02-13 07:00:00,322.60132744067437,Medium,111.70425315918197
75.26,34.0,North,Groceries,2023-02-13 08:00:00,341.1163799286893,High,109.62259674438724
43.12,25.8,East,Furniture,2023-02-13 09:00:00,311.54162258187034,Medium,115.4429027502074
66.18,8.6,South,Clothing,2023-02-13 10:00:00,320.1681255555503,Medium,109.0966438977569
49.42,-3.2,South,Furniture,2023-02-13 11:00:00,299.2237497858543,High,114.13017142838956
47.41,25.3,North,Electronics,2023-02-13 12:00:00,306.9519663216501,Medium,114.1659751097241
63.25,-4.5,North,Electronics,2023-02-13 13:00:00,297.69604590626295,Medium,115.90698940034967
59.78,-1.5,East,Groceries,2023-02-13 14:00:00,306.45895449532804,Medium,118.98871102287603
26.35,-0.5,East,Clothing,2023-02-13 15:00:00,280.3505092610226,High,116.59996257383034
72.15,15.1,West,Electronics,2023-02-13 16:00:00,328.0011182053597,Medium,118.35134896661644
70.7,25.4,South,Groceries,2023-02-13 17:00:00,332.0223740732787,High,105.48345615247445
40.62,4.1,North,Furniture,2023-02-13 18:00:00,297.54011756646867,Medium,117.78428864649071
55.94,-6.2,North,Groceries,2023-02-13 19:00:00,304.3356005674222,High,116.15594613580801
57.41,10.9,North,Clothing,2023-02-13 20:00:00,308.4593712720501,Medium,117.93710602466865
53.91,23.7,North,Clothing,2023-02-13 21:00:00,304.4869239818789,Medium,113.73026592122943
41.75,-0.0,West,Clothing,2023-02-13 22:00:00,284.8400508506038,Medium,122.42682807394294
39.93,-0.1,South,Electronics,2023-02-13 23:00:00,284.2732628869596,Medium,118.22023208110095
49.62,32.6,West,Groceries,2023-02-14 00:00:00,313.06666737925815,Low,113.53921380945319
67.59,32.9,South,Furniture,2023-02-14 01:00:00,331.26947151246833,Low,114.71624165000435
58.15,34.6,North,Clothing,2023-02-14 02:00:00,320.52491054871996,Low,122.36551610649896
44.44,26.3,South,Groceries,2023-02-14 03:00:00,311.0698670933293,High,117.71833129120651
61.58,-1.5,North,Electronics,2023-02-14 04:00:00,314.7070030691019,High,118.413606969879
7.27,-0.5,West,Furniture,2023-02-14 05:00:00,275.2132109183886,High,117.7403103224021
67.23,5.3,South,Furniture,2023-02-14 06:00:00,337.32784487828263,High,124.07547015510637
23.9,4.3,East,Furniture,2023-02-14 07:00:00,312.38363869082355,Medium,121.72166101726167
44.56,33.0,South,Electronics,2023-02-14 08:00:00,346.711207523598,Medium,113.66377451596962
33.2,25.5,North,Clothing,2023-02-14 09:00:00,336.69919355278563,High,115.00924422994972
30.58,22.6,East,Electronics,2023-02-14 10:00:00,338.56146946163403,High,120.19880895318421
67.41,-1.6,North,Furniture,2023-02-14 11:00:00,353.00570061328216,Low,117.24783802745779
42.98,30.9,East,Groceries,2023-02-14 12:00:00,346.8625543253269,Medium,109.94665706425096
55.2,27.3,East,Furniture,2023-02-14 13:00:00,358.20566136078645,Low,117.30963020364395
49.3,-2.6,South,Groceries,2023-02-14 14:00:00,334.2532809151486,Medium,119.926765812264
57.16,29.2,South,Electronics,2023-02-14 15:00:00,359.4051283427649,Medium,119.60314588190528
51.15,2.3,East,Electronics,2023-02-14 16:00:00,341.93128917544584,High,125.48988767959796
30.76,-6.4,East,Electronics,2023-02-14 17:00:00,316.98833865248525,Medium,110.99543660912921
64.94,19.6,East,Groceries,2023-02-14 18:00:00,357.46167120392676,Medium,118.58749016078696
42.59,19.4,North,Electronics,2023-02-14 19:00:00,346.00707916461886,Medium,126.70792751760126
26.65,-5.7,South,Clothing,2023-02-14 20:00:00,321.11693141788805,High,119.67070474969165
43.58,4.3,North,Furniture,2023-02-14 21:00:00,340.0936696559779,Medium,117.23054878445805
72.51,34.7,South,Clothing,2023-02-14 22:00:00,380.0825960505009,Medium,120.16157375944765
62.75,20.5,West,Groceries,2023-02-14 23:00:00,367.47053866495895,Medium,126.0727509436389
44.77,22.9,North,Electronics,2023-02-15 00:00:00,352.63233633455303,Medium,122.85039569726892
44.76,-0.4,South,Furniture,2023-02-15 01:00:00,342.72564157438825,Low,120.76736486716602
45.18,-6.5,East,Electronics,2023-02-15 02:00:00,334.7662897764346,High,127.07484383247836
81.15,2.5,East,Electronics,2023-02-15 03:00:00,364.04693449226517,Low,126.81309106096033
55.73,1.2,South,Furniture,2023-02-15 04:00:00,339.705188951887,Medium,118.89308692921249
56.45,0.6,East,Furniture,2023-02-15 05:00:00,342.33000240005754,Medium,125.95533702808035
65.45,-1.3,East,Clothing,2023-02-15 06:00:00,349.381166537839,Medium,119.25380472252648
53.58,15.9,West,Clothing,2023-02-15 07:00:00,347.8133686516192,High,131.8704934591921
46.11,4.8,West,Clothing,2023-02-15 08:00:00,339.7412185995456,Low,132.4438016138659
47.05,26.9,West,Clothing,2023-02-15 09:00:00,353.4375290132573,Low,125.1161891041996
48.93,-1.7,North,Clothing,2023-02-15 10:00:00,339.19164511334293,High,132.14505705677078
49.44,10.9,West,Groceries,2023-02-15 11:00:00,340.7234908992439,High,123.30381102236171
60.91,-9.4,West,Groceries,2023-02-15 12:00:00,335.65094689311013,High,126.64902860223287
50.78,11.7,West,Electronics,2023-02-15 13:00:00,330.7628995661457,Medium,124.68698366789427
60.99,-7.5,South,Electronics,2023-02-15 14:00:00,330.03374731689985,High,127.74888762177544
48.79,34.0,East,Clothing,2023-02-15 15:00:00,336.7130534046314,Medium,128.46384258995255
51.18,25.6,South,Electronics,2023-02-15 16:00:00,331.94843849471204,Medium,128.3784839998344
20.03,12.1,West,Groceries,2023-02-15 17:00:00,299.64048509156777,High,128.19894197364755
63.74,-6.1,North,Groceries,2023-02-15 18:00:00,330.7284610482212,Low,129.54322792206605
55.2,16.7,South,Electronics,2023-02-15 19:00:00,339.94041403980526,Medium,135.43953139983427
64.97,24.1,West,Clothing,2023-02-15 20:00:00,351.18287168353544,High,119.36283690912147
6.56,-1.4,North,Groceries,2023-02-15 21:00:00,298.0323891305369,Medium,139.27529861334204
81.33,15.6,North,Furniture,2023-02-15 22:00:00,356.28664658393257,Medium,128.16910741577902
47.91,26.6,North,Furniture,2023-02-15 23:00:00,344.43674933276515,Medium,129.78459412484327
66.62,24.6,East,Electronics,2023-02-16 00:00:00,361.8672479042881,Low,137.07055590082336
34.4,26.1,North,Clothing,2023-02-16 01:00:00,337.3552643293877,Low,133.70622305556242
59.19,29.6,West,Electronics,2023-02-16 02:00:00,354.4804659256274,High,133.5953906567479
34.2,32.2,South,Clothing,2023-02-16 03:00:00,333.5981290949751,High,137.39474802264454
40.64,8.2,South,Clothing,2023-02-16 04:00:00,329.79688357286534,Medium,130.5878733209712
78.71,15.6,West,Furniture,2023-02-16 05:00:00,367.11328049052236,Low,136.25056460352428
47.14,25.6,East,Groceries,2023-02-16 06:00:00,350.1992473434763,Low,125.59563354390532
53.26,21.4,East,Groceries,2023-02-16 07:00:00,349.35276367164397,Medium,134.22700157495711
63.05,34.8,North,Electronics,2023-02-16 08:00:00,359.23552510656793,Medium,135.18851198515725
57.44,-9.4,West,Electronics,2023-02-16 09:00:00,333.6235513283305,Medium,138.3484473084325
52.26,6.0,North,Clothing,2023-02-16 10:00:00,341.0288211171878,High,136.39483981819166
55.47,2.6,North,Groceries,2023-02-16 11:00:00,341.9127453647121,High,134.11428665797752
86.05,1.8,West,Clothing,2023-02-16 12:00:00,373.384166599138,Low,131.73869185532652
49.14,0.0,East,Furniture,2023-02-16 13:00:00,343.12185391008853,Medium,131.91659193121816
53.02,21.9,East,Furniture,2023-02-16 14:00:00,357.1723106909236,Medium,132.19113203072814
65.76,-6.2,South,Clothing,2023-02-16 15:00:00,356.6671106468869,Low,127.53404492422605
66.58,23.4,West,Clothing,2023-02-16 16:00:00,378.21926133484715,High,142.97014831928905
67.81,21.2,North,Clothing,2023-02-16 17:00:00,371.35698503582444,Low,139.47458006507233
59.58,1.3,West,Clothing,2023-02-16 18:00:00,349.2329264956465,Low,135.98055092208222
32.85,1.4,North,Clothing,2023-02-16 19:00:00,326.3326193069263,Low,139.00820949576544
74.5,18.3,South,Furniture,2023-02-16 20:00:00,383.8973282298696,High,138.92288069243145
32.8,24.3,South,Furniture,2023-02-16 21:00:00,352.2299854171649,Medium,130.41543645874083
54.54,29.4,South,Furniture,2023-02-16 22:00:00,371.5630707021121,Medium,138.78538954304253
38.69,28.3,South,Electronics,2023-02-16 23:00:00,361.4248303511516,High,142.17026664633596
49.04,33.4,North,Furniture,2023-02-17 00:00:00,377.1394748652191,Medium,132.65055222959302
54.93,16.2,East,Groceries,2023-02-17 01:00:00,374.1004004474928,High,128.58858832783926
54.82,30.9,North,Groceries,2023-02-17 02:00:00,387.1841379226941,Medium,130.6625135188504
56.33,26.4,South,Clothing,2023-02-17 03:00:00,380.1722820075645,Medium,136.20520717629432
74.21,30.3,East,Furniture,2023-02-17 04:00:00,392.5958398838509,High,130.8009048878445
56.8,-9.5,West,Clothing,2023-02-17 05:00:00,364.58027463674904,Medium,136.25092841210042
46.34,33.5,North,Clothing,2023-02-17 06:00:00,377.76699021066645,High,134.04720245363433
64.46,11.3,West,Groceries,2023-02-17 07:00:00,374.85073718562313,High,137.52513119945706
67.84,25.9,South,Groceries,2023-02-17 08:00:00,378.242047527537,Low,135.1876815034619
31.59,-4.3,West,Clothing,2023-02-17 09:00:00,330.0873435008136,Medium,137.76147191037313
58.96,7.8,East,Groceries,2023-02-17 10:00:00,358.0439712116031,Low,141.15782902401162
60.52,2.2,East,Clothing,2023-02-17 11:00:00,358.8288690602371,Medium,133.55733040043313
45.54,3.1,East,Clothing,2023-02-17 12:00:00,345.64956906051634,Medium,139.95517609750564
70.64,-4.5,North,Clothing,2023-02-17 13:00:00,363.8545650067139,Low,134.48655713825767
47.75,26.3,West,Electronics,2023-02-17 14:00:00,358.7572325732459,Medium,138.91686613658288
51.88,-9.6,West,Groceries,2023-02-17 15:00:00,350.2308335813305,High,138.73261780215324
47.4,4.1,West,Groceries,2023-02-17 16:00:00,366.25603405419224,High,141.11451787453353
50.23,-2.2,South,Furniture,2023-02-17 17:00:00,363.40697039377017,Low,140.45292615029663
33.56,16.5,North,Groceries,2023-02-17 18:00:00,361.8206344477649,Low,145.91580425612545
28.4,1.4,North,Furniture,2023-02-17 19:00:00,352.1346885685155,Low,139.78112731565884
73.92,1.7,West,Clothing,2023-02-17 20:00:00,389.39416569981506,High,136.9623863602062
37.3,12.0,North,Electronics,2023-02-17 21:00:00,368.5144204265216,Medium,144.93541540438758
35.13,19.4,West,Clothing,2023-02-17 22:00:00,372.8725263714207,High,142.12699700121559
17.7,-4.5,West,Clothing,2023-02-17 23:00:00,344.62325851949623,High,145.07650678188963
40.42,-2.1,West,Clothing,2023-02-18 00:00:00,370.5819873826096,High,140.23801459755285
30.15,1.1,East,Furniture,2023-02-18 01:00:00,364.97431862004356,Low,134.47483706013693
74.63,33.8,South,Electronics,2023-02-18 02:00:00,414.9843165208917,Medium,152.41674560244098
65.15,7.9,North,Clothing,2023-02-18 03:00:00,406.6663291401287,High,138.36119499914565
39.68,17.0,South,Furniture,2023-02-18 04:00:00,390.2592622543507,Low,135.74539553661882
83.79,0.9,East,Clothing,2023-02-18 05:00:00,418.77198146146947,Medium,145.30890782205267
64.73,12.1,North,Electronics,2023-02-18 06:00:00,410.00118318437114,Medium,137.1705172704345
45.13,-6.7,West,Clothing,2023-02-18 07:00:00,384.27171012961514,Medium,140.10490479947276
12.51,-8.4,South,Clothing,2023-02-18 08:00:00,359.56903365483515,High,142.85878063295107
84.36,11.1,East,Groceries,2023-02-18 09:00:00,422.57403410937707,Medium,141.68664002141392
29.16,7.9,North,Furniture,2023-02-18 10:00:00,379.79675104199237,High,140.75182009211423
25.32,-3.8,North,Electronics,2023-02-18 11:00:00,362.0829809000302,Medium,150.68130171135357
65.34,20.9,South,Furniture,2023-02-18 12:00:00,399.95863214374447,Medium,142.33781369838854
86.6,34.7,South,Groceries,2023-02-18 13:00:00,432.9952548795871,High,138.55859114242384
70.76,7.8,North,Clothing,2023-02-18 14:00:00,400.5923547459782,High,148.09937337790132
58.46,18.1,North,Electronics,2023-02-18 15:00:00,386.10256048579384,High,139.75910185251058
58.92,33.3,East,Electronics,2023-02-18 16:00:00,387.9134796404629,High,142.9819232713427
62.8,27.4,West,Furniture,2023-02-18 17:00:00,396.7677659864466,Medium,139.1578736304151
61.38,10.9,West,Clothing,2023-02-18 18:00:00,378.42245728508306,Low,144.89019910046107
54.22,23.2,East,Groceries,2023-02-18 19:00:00,374.06538637212526,Low,144.18222659528288
51.56,-4.2,North,Clothing,2023-02-18 20:00:00,350.94642395054035,Medium,143.9868358931611
49.06,13.0,South,Furniture,2023-02-18 21:00:00,356.1757779650903,Medium,145.02878732644805
38.69,2.6,South,Electronics,2023-02-18 22:00:00,340.49967347418664,Low,148.51276955346847
45.79,-2.7,North,Electronics,2023-02-18 23:00:00,341.1258909405514,Medium,148.0825454143232
24.61,9.2,East,Clothing,2023-02-19 00:00:00,339.41255993757716,Low,139.51158990161687
48.52,-4.1,North,Clothing,2023-02-19 01:00:00,345.89518334938936,Medium,141.47514656789562
35.17,21.5,South,Clothing,2023-02-19 02:00:00,347.5042444508038,Low,149.60829172389862
33.45,10.5,North,Clothing,2023-02-19 03:00:00,342.3212506824075,High,141.20851694288837
52.7,13.9,North,Groceries,2023-02-19 04:00:00,354.5202043720468,Medium,147.71661216269146
70.88,-3.4,East,Groceries,2023-02-19 05:00:00,362.8471542782798,Medium,149.58720924953758
63.77,-3.7,West,Groceries,2023-02-19 06:00:00,355.0101018055132,High,137.31277329966008
26.44,16.3,South,Groceries,2023-02-19 07:00:00,337.01764713646253,Low,143.61806208484325
35.16,34.3,South,Furniture,2023-02-19 08:00:00,352.45365087883425,High,149.85220482577336
64.11,-5.7,North,Electronics,2023-02-19 09:00:00,345.3609947510027,Medium,145.167635655714
35.26,2.9,South,Electronics,2023-02-19 10:00:00,333.11148831483143,Low,144.0052871599846
46.63,29.1,South,Furniture,2023-02-19 11:00:00,365.6597798916018,Medium,150.30357820064617
58.25,-6.7,West,Furniture,2023-02-19 12:00:00,356.1720089819277,High,151.78755181070477
35.47,29.4,South,Groceries,2023-02-19 13:00:00,351.5082487225947,Medium,142.99416609698372
51.58,13.6,South,Clothing,2023-02-19 14:00:00,364.0263123284731,Medium,155.33822889386786
29.99,8.4,East,Electronics,2023-02-19 15:00:00,353.6062268428105,High,137.6960152905266
40.98,3.9,East,Furniture,2023-02-19 16:00:00,359.3042497848605,High,139.194215455668
54.8,3.4,East,Clothing,2023-02-19 17:00:00,369.01684670875795,High,144.56872250407025
26.11,3.8,East,Groceries,2023-02-19 18:00:00,345.8652912204004,High,145.27696156704323
56.61,29.8,East,Furniture,2023-02-19 19:00:00,374.89254677417387,High,145.61292062745545
49.71,22.6,West,Electronics,2023-02-19 20:00:00,364.31691738070776,Medium,144.48949413592362
58.29,20.1,South,Electronics,2023-02-19 21:00:00,378.50562681845406,Medium,143.63737983745924
